Doc1_ID,Doc2_ID,Doc1_Name,Doc2_Name,Similarity
5,582,"T1/The EM Algorithm and Extensions, Second Edition -- Geoffrey J_ McLachlan, Thriyambakam Krishnan(auth_) -- Wiley Series in Probability and Statistics, -- 9780470191606 -- e9a3209826ad39b437667e2b4df231ba -- Anna’s Archive.pdf",T4/Copy of b6.pdf,0.8190517674108029
5,118,"T1/The EM Algorithm and Extensions, Second Edition -- Geoffrey J_ McLachlan, Thriyambakam Krishnan(auth_) -- Wiley Series in Probability and Statistics, -- 9780470191606 -- e9a3209826ad39b437667e2b4df231ba -- Anna’s Archive.pdf",T1/pdf3(1).pdf,0.8118517607542117
5,326,"T1/The EM Algorithm and Extensions, Second Edition -- Geoffrey J_ McLachlan, Thriyambakam Krishnan(auth_) -- Wiley Series in Probability and Statistics, -- 9780470191606 -- e9a3209826ad39b437667e2b4df231ba -- Anna’s Archive.pdf",T2/23510017_5th.pdf,0.8091649150814176
5,867,"T1/The EM Algorithm and Extensions, Second Edition -- Geoffrey J_ McLachlan, Thriyambakam Krishnan(auth_) -- Wiley Series in Probability and Statistics, -- 9780470191606 -- e9a3209826ad39b437667e2b4df231ba -- Anna’s Archive.pdf",T7/tut05.pdf,0.806638873197503
6,4,"T1/Theory and Use of the EM Algorithm -- Gupta M_R_, Chen Y_ -- 3048279fbe7a13d5447582c2a812a141 -- Anna’s Archive.pdf",T1/StudentLecture10.pdf,0.794190165211029
6,5,"T1/Theory and Use of the EM Algorithm -- Gupta M_R_, Chen Y_ -- 3048279fbe7a13d5447582c2a812a141 -- Anna’s Archive.pdf","T1/The EM Algorithm and Extensions, Second Edition -- Geoffrey J_ McLachlan, Thriyambakam Krishnan(auth_) -- Wiley Series in Probability and Statistics, -- 9780470191606 -- e9a3209826ad39b437667e2b4df231ba -- Anna’s Archive.pdf",0.7911909991893727
6,72,"T1/Theory and Use of the EM Algorithm -- Gupta M_R_, Chen Y_ -- 3048279fbe7a13d5447582c2a812a141 -- Anna’s Archive.pdf",T1/lecture_4_em_paper.pdf,0.7896606257630882
6,279,"T1/Theory and Use of the EM Algorithm -- Gupta M_R_, Chen Y_ -- 3048279fbe7a13d5447582c2a812a141 -- Anna’s Archive.pdf",T2/23510007ML6.pdf,0.779819993898939
6,326,"T1/Theory and Use of the EM Algorithm -- Gupta M_R_, Chen Y_ -- 3048279fbe7a13d5447582c2a812a141 -- Anna’s Archive.pdf",T2/23510017_5th.pdf,0.7773267369135861
6,692,"T1/Theory and Use of the EM Algorithm -- Gupta M_R_, Chen Y_ -- 3048279fbe7a13d5447582c2a812a141 -- Anna’s Archive.pdf",T5/8.pdf,0.7735968951120561
6,63,"T1/Theory and Use of the EM Algorithm -- Gupta M_R_, Chen Y_ -- 3048279fbe7a13d5447582c2a812a141 -- Anna’s Archive.pdf",T1/lec16-slides.pdf,0.764649437341034
6,213,"T1/Theory and Use of the EM Algorithm -- Gupta M_R_, Chen Y_ -- 3048279fbe7a13d5447582c2a812a141 -- Anna’s Archive.pdf",T1/Norm10.pdf,0.7553649091947388
6,118,"T1/Theory and Use of the EM Algorithm -- Gupta M_R_, Chen Y_ -- 3048279fbe7a13d5447582c2a812a141 -- Anna’s Archive.pdf",T1/pdf3(1).pdf,0.7484596884763125
7,679,T1/Topic13.pdf,T5/File10.pdf,0.7519242802717148
7,65,T1/Topic13.pdf,T1/Lecture-03.pdf,0.742834591552107
7,699,T1/Topic13.pdf,T5/bnp_3.pdf,0.7365753267586579
7,684,T1/Topic13.pdf,T5/File6.pdf,0.7301521542445216
7,697,T1/Topic13.pdf,T5/bnp_11.pdf,0.7212130805965158
7,9,T1/Topic13.pdf,T1/Unit-4.pdf,0.7017043240133097
7,705,T1/Topic13.pdf,T5/bnp_9.pdf,0.6684789659670609
7,687,T1/Topic13.pdf,T5/File9.pdf,0.6542145548095099
7,695,T1/Topic13.pdf,T5/bnp_1.pdf,0.6498729733589296
8,100,T1/Tutorial-LDA-Balakrishnama.pdf,T1/old_IDAPILecture15.pdf,0.8681593269947314
8,164,T1/Tutorial-LDA-Balakrishnama.pdf,T1/LDA.pdf,0.8423624242150335
8,15,T1/Tutorial-LDA-Balakrishnama.pdf,T1/ychap20.pdf,0.8260583887118019
8,98,T1/Tutorial-LDA-Balakrishnama.pdf,T1/lec11lda.pdf,0.7959238423078201
8,158,T1/Tutorial-LDA-Balakrishnama.pdf,T1/Hota-ML-LDF.pdf,0.7704805552445683
8,71,T1/Tutorial-LDA-Balakrishnama.pdf,T1/Lecture8.pdf,0.7618486352812547
8,338,T1/Tutorial-LDA-Balakrishnama.pdf,T2/23510001_10th.pdf,0.6497042061119874
8,133,T1/Tutorial-LDA-Balakrishnama.pdf,T1/AI_Com_LDA_Tarek.pdf,0.6446899839690032
8,29,T1/Tutorial-LDA-Balakrishnama.pdf,T1/Copy of AI_Com_LDA_Tarek.pdf,0.6446899839690032
9,699,T1/Unit-4.pdf,T5/bnp_3.pdf,0.8172806564795596
9,697,T1/Unit-4.pdf,T5/bnp_11.pdf,0.7905044585413565
9,65,T1/Unit-4.pdf,T1/Lecture-03.pdf,0.7743542260622182
9,742,T1/Unit-4.pdf,T5/37_4_hyprgmytrc_dist.pdf,0.771404728677242
9,705,T1/Unit-4.pdf,T5/bnp_9.pdf,0.7468026237768121
9,684,T1/Unit-4.pdf,T5/File6.pdf,0.7263382313782194
9,7,T1/Unit-4.pdf,T1/Topic13.pdf,0.7017043240133097
9,701,T1/Unit-4.pdf,T5/bnp_5.pdf,0.7009074167939569
9,696,T1/Unit-4.pdf,T5/bnp_10.pdf,0.6747705144060189
10,64,T1/Unit-5.pdf,T1/lect8.pdf,0.8249148159127799
10,2,T1/Unit-5.pdf,T1/STAT_513_Lec_06.pdf,0.7755451564223632
10,1,T1/Unit-5.pdf,T1/stat610-09.pdf,0.7742575238710107
10,714,T1/Unit-5.pdf,T5/ch8.pdf,0.7664455922970387
10,0,T1/Unit-5.pdf,T1/q-lrt.pdf,0.762436341120966
10,70,T1/Unit-5.pdf,T1/Lecture22.pdf,0.7498839708330319
10,713,T1/Unit-5.pdf,T5/ch7.pdf,0.7492844952003443
10,165,T1/Unit-5.pdf,T1/lec10.pdf,0.7473773532158137
10,676,T1/Unit-5.pdf,"T5/F Distribution_ Properties, Applications, Examples.pdf",0.7322418421750899
11,617,T1/volcano plot1.pdf,T4/Copy of DV14.pdf,0.9999999999999996
12,628,T1/volcano plot2.pdf,T4/Copy of ggvolcano.pdf,1.0
12,621,T1/volcano plot2.pdf,T4/Copy of EnhancedVolcano.pdf,0.9615708251358028
12,14,T1/volcano plot2.pdf,T1/volcano plot4.pdf,0.8494230412740353
12,362,T1/volcano plot2.pdf,T2/23510005_4th.pdf,0.8295436626846879
12,1107,T1/volcano plot2.pdf,T8/file2(1).pdf,0.7834179308642373
12,288,T1/volcano plot2.pdf,T2/23510011_2nd.pdf,0.7794487656292318
12,1098,T1/volcano plot2.pdf,T8/doc2vec.pdf,0.7101546682497709
13,613,T1/volcano plot3.pdf,T4/Copy of pdf_11.pdf,0.7809558666532412
13,455,T1/volcano plot3.pdf,T3/dt-hardvard.pdf,0.7622234669320632
13,640,T1/volcano plot3.pdf,T4/Copy of pdf_9.pdf,0.7594653846010244
13,14,T1/volcano plot3.pdf,T1/volcano plot4.pdf,0.720690911863546
13,667,T1/volcano plot3.pdf,T4/Copy of pdf_6.pdf,0.7066060427459459
13,619,T1/volcano plot3.pdf,T4/Copy of eg2-1.pdf,0.7053099421378942
13,664,T1/volcano plot3.pdf,T4/Copy of pdf_4_general.pdf,0.7021295766785873
13,610,T1/volcano plot3.pdf,T4/Copy of pdf_10(1).pdf,0.6969588353003541
13,658,T1/volcano plot3.pdf,T4/Copy of pdf_1_histogram.pdf,0.6927420959775228
14,621,T1/volcano plot4.pdf,T4/Copy of EnhancedVolcano.pdf,0.8945914666185456
14,628,T1/volcano plot4.pdf,T4/Copy of ggvolcano.pdf,0.8494230412740353
14,12,T1/volcano plot4.pdf,T1/volcano plot2.pdf,0.8494230412740353
14,362,T1/volcano plot4.pdf,T2/23510005_4th.pdf,0.8051262180048743
14,288,T1/volcano plot4.pdf,T2/23510011_2nd.pdf,0.7972241702977103
14,1107,T1/volcano plot4.pdf,T8/file2(1).pdf,0.7814287155302435
14,1098,T1/volcano plot4.pdf,T8/doc2vec.pdf,0.750672589464184
14,13,T1/volcano plot4.pdf,T1/volcano plot3.pdf,0.720690911863546
14,519,T1/volcano plot4.pdf,T4/Copy of sarima.pdf,0.6987702079708408
15,164,T1/ychap20.pdf,T1/LDA.pdf,0.9180402877071017
15,98,T1/ychap20.pdf,T1/lec11lda.pdf,0.8752664353792419
15,100,T1/ychap20.pdf,T1/old_IDAPILecture15.pdf,0.8616330575469819
15,8,T1/ychap20.pdf,T1/Tutorial-LDA-Balakrishnama.pdf,0.8260583887118019
15,158,T1/ychap20.pdf,T1/Hota-ML-LDF.pdf,0.8243523113219473
15,71,T1/ychap20.pdf,T1/Lecture8.pdf,0.7786809639384435
15,112,T1/ychap20.pdf,T1/pdf10(1).pdf,0.7084261247626742
15,171,T1/ychap20.pdf,T1/pdf7(1).pdf,0.7065965665011837
15,109,T1/ychap20.pdf,T1/pdf1(1).pdf,0.6560882084480569
16,17,T1/zScore-overview.pdf,T1/zScores_HANDOUT.pdf,0.7148016487584501
16,577,T1/zScore-overview.pdf,T4/Copy of b10.pdf,0.7015673554005686
16,67,T1/zScore-overview.pdf,T1/lecture-on-zScores.pdf,0.6654589599591836
16,581,T1/zScore-overview.pdf,T4/Copy of b5.pdf,0.6362031360527147
17,577,T1/zScores_HANDOUT.pdf,T4/Copy of b10.pdf,0.8779467049399964
17,576,T1/zScores_HANDOUT.pdf,T4/Copy of b1.pdf,0.8250310540348675
17,67,T1/zScores_HANDOUT.pdf,T1/lecture-on-zScores.pdf,0.8042099733816543
17,581,T1/zScores_HANDOUT.pdf,T4/Copy of b5.pdf,0.8019293062728725
17,579,T1/zScores_HANDOUT.pdf,T4/Copy of b3.pdf,0.7825182525984373
17,580,T1/zScores_HANDOUT.pdf,T4/Copy of b4.pdf,0.775002710818872
17,583,T1/zScores_HANDOUT.pdf,T4/Copy of b7.pdf,0.7305382286471334
17,608,T1/zScores_HANDOUT.pdf,T4/Copy of pdf_08.pdf,0.7234786655407736
17,585,T1/zScores_HANDOUT.pdf,T4/Copy of b9.pdf,0.7223780068118983
18,206,T1/Copy of 36624c2682b346b07cab3da416b752a7_MIT18_650F16_Maximum_LE.pdf,T1/36624c2682b346b07cab3da416b752a7_MIT18_650F16_Maximum_LE.pdf,1.0
18,686,T1/Copy of 36624c2682b346b07cab3da416b752a7_MIT18_650F16_Maximum_LE.pdf,T5/File8.pdf,0.7007088145632759
18,127,T1/Copy of 36624c2682b346b07cab3da416b752a7_MIT18_650F16_Maximum_LE.pdf,T1/50482e8cd4e5e382b6691dd5fe8cba05_MITRES_6_012S18_L02AS.pdf,0.604556628406972
18,23,T1/Copy of 36624c2682b346b07cab3da416b752a7_MIT18_650F16_Maximum_LE.pdf,T1/Copy of 50482e8cd4e5e382b6691dd5fe8cba05_MITRES_6_012S18_L02AS.pdf,0.604556628406972
19,392,T1/Copy of 4.pdf,T3/63.pdf,1.0
19,93,T1/Copy of 4.pdf,T1/4.pdf,1.0
20,124,T1/Copy of 411notes03.pdf,T1/411notes03.pdf,0.9999999999999997
20,832,T1/Copy of 411notes03.pdf,T6/pdf2_1.pdf,0.6697119706938686
20,92,T1/Copy of 411notes03.pdf,T1/MLENotes1a.pdf,0.6687709813684561
20,471,T1/Copy of 411notes03.pdf,T3/MLENotes2a.pdf,0.6335379614660975
20,582,T1/Copy of 411notes03.pdf,T4/Copy of b6.pdf,0.6319691615972136
20,606,T1/Copy of 411notes03.pdf,T4/Copy of pdf_05.pdf,0.6297705303236322
20,279,T1/Copy of 411notes03.pdf,T2/23510007ML6.pdf,0.6225604028468223
20,364,T1/Copy of 411notes03.pdf,T2/23510005_6th.pdf,0.6160270380257664
20,341,T1/Copy of 411notes03.pdf,T2/23510001_3rd.pdf,0.6026035982072487
21,125,T1/Copy of 411_brewer.pdf,T1/411_brewer.pdf,0.9999999999999994
21,706,T1/Copy of 411_brewer.pdf,T5/bw_anova_general.pdf,0.746674045674464
21,562,T1/Copy of 411_brewer.pdf,T4/Copy of pdf10.pdf,0.7213004981824749
21,681,T1/Copy of 411_brewer.pdf,T5/File3.pdf,0.7002860757346955
21,915,T1/Copy of 411_brewer.pdf,T7/ml9.pdf,0.698256108360944
21,832,T1/Copy of 411_brewer.pdf,T6/pdf2_1.pdf,0.6971123421349417
21,298,T1/Copy of 411_brewer.pdf,T2/23510022_4.pdf,0.6956445789327825
21,118,T1/Copy of 411_brewer.pdf,T1/pdf3(1).pdf,0.6752145284137787
21,459,T1/Copy of 411_brewer.pdf,T3/dt-purdue.pdf,0.6750246050396898
22,511,T1/Copy of 5.pdf,T3/25.pdf,0.9999999999999999
22,126,T1/Copy of 5.pdf,T1/5.pdf,0.9999999999999999
22,393,T1/Copy of 5.pdf,T3/64.pdf,0.9999999999999999
23,127,T1/Copy of 50482e8cd4e5e382b6691dd5fe8cba05_MITRES_6_012S18_L02AS.pdf,T1/50482e8cd4e5e382b6691dd5fe8cba05_MITRES_6_012S18_L02AS.pdf,0.9999999999999998
23,18,T1/Copy of 50482e8cd4e5e382b6691dd5fe8cba05_MITRES_6_012S18_L02AS.pdf,T1/Copy of 36624c2682b346b07cab3da416b752a7_MIT18_650F16_Maximum_LE.pdf,0.604556628406972
23,206,T1/Copy of 50482e8cd4e5e382b6691dd5fe8cba05_MITRES_6_012S18_L02AS.pdf,T1/36624c2682b346b07cab3da416b752a7_MIT18_650F16_Maximum_LE.pdf,0.604556628406972
24,394,T1/Copy of 6.pdf,T3/65.pdf,0.9999999999999997
24,128,T1/Copy of 6.pdf,T1/6.pdf,0.9999999999999997
25,78,T1/Copy of 6_2020_03_11!08_42_48_AM.pdf,T1/MIN_MAX1.pdf,1.0
25,77,T1/Copy of 6_2020_03_11!08_42_48_AM.pdf,T1/MIN_MAX1(1).pdf,1.0
25,129,T1/Copy of 6_2020_03_11!08_42_48_AM.pdf,T1/6_2020_03_11!08_42_48_AM.pdf,1.0
26,395,T1/Copy of 7.pdf,T3/66.pdf,1.0
26,130,T1/Copy of 7.pdf,T1/7.pdf,1.0
27,252,T1/Copy of 8.pdf,T2/23510019_7th.pdf,1.0
27,27,T1/Copy of 8.pdf,T1/Copy of 8.pdf,1.0
27,131,T1/Copy of 8.pdf,T1/8.pdf,1.0
28,28,T1/Copy of 9.pdf,T1/Copy of 9.pdf,1.0
28,132,T1/Copy of 9.pdf,T1/9.pdf,1.0
28,773,T1/Copy of 9.pdf,T6/cross2.pdf,1.0
29,133,T1/Copy of AI_Com_LDA_Tarek.pdf,T1/AI_Com_LDA_Tarek.pdf,0.9999999999999997
29,339,T1/Copy of AI_Com_LDA_Tarek.pdf,T2/23510001_1st.pdf,0.730925342437463
29,198,T1/Copy of AI_Com_LDA_Tarek.pdf,T1/1906.02590v1.pdf,0.6809891051217486
29,42,T1/Copy of AI_Com_LDA_Tarek.pdf,T1/Copy of 1906.02590v1.pdf,0.6809891051217486
29,164,T1/Copy of AI_Com_LDA_Tarek.pdf,T1/LDA.pdf,0.6641670745890408
29,345,T1/Copy of AI_Com_LDA_Tarek.pdf,T2/23510001_7th.pdf,0.6478682515832977
29,8,T1/Copy of AI_Com_LDA_Tarek.pdf,T1/Tutorial-LDA-Balakrishnama.pdf,0.6446899839690032
29,284,T1/Copy of AI_Com_LDA_Tarek.pdf,T2/23510007MLJS5.pdf,0.6228864939010212
29,338,T1/Copy of AI_Com_LDA_Tarek.pdf,T2/23510001_10th.pdf,0.6144491050580114
30,134,T1/Copy of Alternative-Method-of-outlier-detection.pdf,T1/Alternative-Method-of-outlier-detection.pdf,0.9999999999999998
30,344,T1/Copy of Alternative-Method-of-outlier-detection.pdf,T2/23510001_6th.pdf,0.7288013690406682
30,99,T1/Copy of Alternative-Method-of-outlier-detection.pdf,T1/monitoring-process-Dispersion-with-iqr.pdf,0.6445993642559241
30,169,T1/Copy of Alternative-Method-of-outlier-detection.pdf,T1/PDF6.pdf,0.6077370434897919
31,135,T1/Copy of Anova.pdf,T1/Anova.pdf,0.9999999999999998
31,141,T1/Copy of Anova.pdf,T1/ANOVA6.pdf,0.6296701402082897
31,51,T1/Copy of Anova.pdf,T1/Copy of ANOVA6.pdf,0.6296701402082897
32,32,T1/Copy of ANOVA1.pdf,T1/Copy of ANOVA1.pdf,1.0
32,607,T1/Copy of ANOVA1.pdf,T4/Copy of pdf_06.pdf,0.6310758313659942
32,677,T1/Copy of ANOVA1.pdf,T5/F-Test in Statistics - GeeksforGeeks.pdf,0.6102955284676519
33,137,T1/Copy of ANOVA2.pdf,T1/ANOVA2.pdf,1.0
33,142,T1/Copy of ANOVA2.pdf,T1/ANOVA7.pdf,0.8446910251323086
33,52,T1/Copy of ANOVA2.pdf,T1/Copy of ANOVA7.pdf,0.8446910251323086
33,50,T1/Copy of ANOVA2.pdf,T1/Copy of ANOVA5.pdf,0.7610442567597672
33,140,T1/Copy of ANOVA2.pdf,T1/ANOVA5.pdf,0.7610442567597672
33,710,T1/Copy of ANOVA2.pdf,T5/ch4.pdf,0.6841172935571217
33,714,T1/Copy of ANOVA2.pdf,T5/ch8.pdf,0.6670796001466743
33,711,T1/Copy of ANOVA2.pdf,T5/ch5.pdf,0.6475986797126665
33,712,T1/Copy of ANOVA2.pdf,T5/ch6.pdf,0.6220655043456735
34,190,T1/Copy of 09086816_1_.pdf,T1/09086816_1_.pdf,1.0
34,315,T1/Copy of 09086816_1_.pdf,T2/23510012_4th.pdf,0.6215319492830033
34,348,T1/Copy of 09086816_1_.pdf,T2/23510002_10th.pdf,0.6043698422135575
35,402,T1/Copy of 1.pdf,T3/72.pdf,0.9999999999999999
35,191,T1/Copy of 1.pdf,T1/1.pdf,0.9999999999999999
35,421,T1/Copy of 1.pdf,T3/4.pdf,0.6007414211534521
36,192,T1/Copy of 10-EvaluationMetrics.pdf,T1/10-EvaluationMetrics.pdf,1.0
36,154,T1/Copy of 10-EvaluationMetrics.pdf,T1/EvaluationNew-handout-1-per.pdf,0.8000025705151406
36,97,T1/Copy of 10-EvaluationMetrics.pdf,T1/Copy of EvaluationNew-handout-1-per.pdf,0.8000025705151406
37,398,T1/Copy of 10.pdf,T3/69.pdf,1.0
37,193,T1/Copy of 10.pdf,T1/10.pdf,1.0
38,194,T1/Copy of 10037489.pdf,T1/10037489.pdf,0.9999999999999999
38,802,T1/Copy of 10037489.pdf,T6/A4_5.pdf,0.6129735140984633
39,195,T1/Copy of 12em.pdf,T1/12em.pdf,0.9999999999999997
40,196,T1/Copy of 1607.03476v2.pdf,T1/1607.03476v2.pdf,1.0
40,199,T1/Copy of 1607.03476v2.pdf,T1/1906.07589v1.pdf,0.7131884689010632
40,43,T1/Copy of 1607.03476v2.pdf,T1/Copy of 1906.07589v1.pdf,0.7131884689010632
40,895,T1/Copy of 1607.03476v2.pdf,T7/tp2.pdf,0.6796084511470504
40,950,T1/Copy of 1607.03476v2.pdf,T7/1512.00242v1.pdf,0.6155381238746453
40,896,T1/Copy of 1607.03476v2.pdf,T7/tp4.pdf,0.6125918299120545
40,889,T1/Copy of 1607.03476v2.pdf,T7/srivastava14a.pdf,0.6079430715018732
41,197,T1/Copy of 1811.09763v1.pdf,T1/1811.09763v1.pdf,1.0
41,345,T1/Copy of 1811.09763v1.pdf,T2/23510001_7th.pdf,0.6296216837334966
41,334,T1/Copy of 1811.09763v1.pdf,T2/23510011_9th.pdf,0.6196648442501068
42,198,T1/Copy of 1906.02590v1.pdf,T1/1906.02590v1.pdf,1.0
42,663,T1/Copy of 1906.02590v1.pdf,T4/Copy of pdf_4_67.pdf,0.6908471563906833
42,133,T1/Copy of 1906.02590v1.pdf,T1/AI_Com_LDA_Tarek.pdf,0.6809891051217486
42,29,T1/Copy of 1906.02590v1.pdf,T1/Copy of AI_Com_LDA_Tarek.pdf,0.6809891051217486
43,199,T1/Copy of 1906.07589v1.pdf,T1/1906.07589v1.pdf,0.9999999999999997
43,895,T1/Copy of 1906.07589v1.pdf,T7/tp2.pdf,0.7480817448599268
43,196,T1/Copy of 1906.07589v1.pdf,T1/1607.03476v2.pdf,0.7131884689010632
43,40,T1/Copy of 1906.07589v1.pdf,T1/Copy of 1607.03476v2.pdf,0.7131884689010632
43,187,T1/Copy of 1906.07589v1.pdf,T1/pdf_3_MI.pdf,0.6455516882351561
43,896,T1/Copy of 1906.07589v1.pdf,T7/tp4.pdf,0.6440276863254202
43,897,T1/Copy of 1906.07589v1.pdf,T7/tp5.pdf,0.6346183354317512
43,334,T1/Copy of 1906.07589v1.pdf,T2/23510011_9th.pdf,0.6209800070209521
44,200,T1/Copy of 2.pdf,T1/2.pdf,0.9999999999999999
44,403,T1/Copy of 2.pdf,T3/73.pdf,0.9999999999999999
45,201,T1/Copy of 200961716_May2019.pdf,T1/200961716_May2019.pdf,0.9999999999999999
45,437,T1/Copy of 200961716_May2019.pdf,T3/52.pdf,0.7503141723750594
45,438,T1/Copy of 200961716_May2019.pdf,T3/5AUC.pdf,0.7403347194134864
45,485,T1/Copy of 200961716_May2019.pdf,T3/2ROC.pdf,0.7325368850256214
45,326,T1/Copy of 200961716_May2019.pdf,T2/23510017_5th.pdf,0.7066464471235133
45,5,T1/Copy of 200961716_May2019.pdf,"T1/The EM Algorithm and Extensions, Second Edition -- Geoffrey J_ McLachlan, Thriyambakam Krishnan(auth_) -- Wiley Series in Probability and Statistics, -- 9780470191606 -- e9a3209826ad39b437667e2b4df231ba -- Anna’s Archive.pdf",0.6958420777314501
45,330,T1/Copy of 200961716_May2019.pdf,T2/23510017_9th.pdf,0.6933764109932736
45,310,T1/Copy of 200961716_May2019.pdf,T2/23510023_book6.pdf,0.6883143903933036
45,332,T1/Copy of 200961716_May2019.pdf,T2/23510019_1st.pdf,0.6806362579924412
46,202,T1/Copy of 2206.09196v1.pdf,T1/2206.09196v1.pdf,1.0
46,660,T1/Copy of 2206.09196v1.pdf,T4/Copy of pdf_2_histogram.pdf,0.6003913963453523
47,203,T1/Copy of 2206.09504v1.pdf,T1/2206.09504v1.pdf,0.9999999999999999
47,215,T1/Copy of 2206.09504v1.pdf,T1/Norm3.pdf,0.6832920924691529
